path,sha256,bytes,source_commit,author,license,modification,release_inclusion
krita/data/paintoppresets/Paint.tag,22c528c78a17f81dd881588b1fcea7cc6f6db64d0638d811f01f7910a8edf228,1982,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/Pixel_Art.tag,8e188fb636bb73409798c9be365864ee15fbe501d07330a2daf47bc5aacc2f41,3784,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/Sketch.tag,d8a6ee8a232a407c1670af9eb5aa67e4003bfcd4561c41c0bef46119fab48da2,2682,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/Textures.tag,b35211aa72f6d407afcbc96020c921d08e1c83177a0f1e6307c8f1f9dbb03635,2724,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/a)_Eraser_Circle.kpp,37c95280c64768eda01855d27b62b3e15ffe405dd461d6096ee42c0aa61c6f0f,24264,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/b)_Basic-5_Size_default.kpp,901959e9c7e663062083deb091b72d083538cf3fb9d2c5364e397777f9e0019e,22572,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/j)_WaterC_Basic_Lines-Dry.kpp,3a7898519c197343a85aa013df1d6ef78a30e8a584b1b8baac71c383c18fade7,385952,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/j)_WaterC_Basic_Lines-Wet-Pattern.kpp,a8a9d4df1a5049353ef6643f03284c38248f8a9aaa0bd2cd4ec2e9c5f0ee1e05,274506,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/j)_WaterC_Basic_Lines-Wet.kpp,b9fd5d327f73bd6bd362f674d08057b936c668a0cf67f8b5f756c01f3af5cfbc,386525,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/j)_WaterC_Basic_Round-Fringe_02.kpp,af2336e4fce4295e17fc3b3a4ff2f7f467384c84cb55bbbc2fc0a4a45c600f4b,22365,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/j)_WaterC_Basic_Round-Grain.kpp,5ee0a95e46ef7c59833fd85d7391416a99513dfd7996795efde55f39d14b42fb,31139,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/j)_WaterC_Basic_Round-Grunge.kpp,18d6a6a56f6a6d16f197592a6e24bb739c936f84af8cb5b8a1ce8ad033d3e6ee,29670,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/j)_WaterC_Flat_Big-Grain_Tilt.kpp,419dcd488838268c183d94b185622efbec30aecaa81d157f100f569e6f67775a,232783,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/j)_WaterC_Flat_Decay_Tilt.kpp,a826d0e9e0fa26010d63f86381a64463b5e1f7c6302a89872c5a99808fb3a0e1,30601,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/j)_WaterC_Special_Blobs.kpp,445ad684c2b81f60386513bebe1f92a37646d4c4c4e237a7abf81e0480aa91db,46157,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/j)_WaterC_Special_Splats.kpp,e50e58cca16f7fa3c83f01389c86bea3ff3dcbfc326e035c02f623690e28390e,32820,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/j)_WaterC_Spread-Pattern.kpp,1f7380094851eb97a79a677e08a9c52bb8e817055c787d4ad0761cb2ba048d12,286168,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/j)_WaterC_Spread.kpp,14315c2cac9a68e71a02bb9f69092dea0b87637b323d3612caaadfb94c760990,31381,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/j)_WaterC_Spread_WideArea.kpp,be7f70d7e4972efc4fc0d5d551728d7aac780e7cb4c6fc56be89ea66c15e5cb8,42093,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/paintoppresets/j)_WaterC_Water-Pattern.kpp,4774ef595a46ddef95700695c03c49bddc1615dc151690d1fd0e914091ec4b59,241061,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/palettes/CMakeLists.txt,f1d32fad9bdeb6222296ce5f52f0b0881c64ca39a3e44567f14b48b0ee0ab5ed,357,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/palettes/animation-color-set.gpl,2c224b4e6c6bb9b98102041679ecc39189afa4dfc15da66d35054f0525d95f34,466,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/palettes/concept-cookie.gpl,e20ade1ea7780359402593f22b33462ed17ca60e8a4ef8f5f94bddcec404b8fd,12916,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/palettes/default.gpl,faf0108624b4a627fcf123a152f08027b75f30270051ec349abdb0d010f66d2c,2966,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/palettes/gradient.gpl,9db23173d89001dfa801f5c444a539c73333f38890d9dcb5836237a890720949,16215,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/palettes/marker.gpl,b30bafa99845526bbcc7ab628783f0a95acfbd7dc62beeb21e2708d483adbfbc,5345,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/palettes/pixelart-16.gpl,165b6f5c4ad1718b75afc4d0121c541fdd2f2bacb2a004b0274073702f1c9b68,516,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/palettes/pixelart-32.gpl,3c510b2120455c0cc007c4c4acffc68504eb10931357793c707582544687c4e3,801,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/palettes/ps.gpl,8517d7f30baeebd0eb81102091ab2cec5810be6156d1fa27e586dcf504a02f72,2810,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/palettes/swatch-cmyk.gpl,049833f3a1b74efe960ecbff53068126b96205456315bdbe25fb09e559ca6e3e,14579,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/palettes/swatch-colored-grey.gpl,ebf460d82f635b109dedb9b73bc2de1819d7da96540b75ef030f1840de676bd2,9556,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/palettes/swatch-rgb.gpl,02b4792a674a1c475c80f0ac130f16f9db82b5986f5e9cb76a8b2021438370ce,12057,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/palettes/swatche.gpl,e68c7a0594d875ec5b001967dcd7d40c846f9a850e18b416d8d0f804cf00bbbf,9772,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/palettes/web.gpl,be0df9edeb30871ddbc84abd1946254ad3390ac441826db35366eb8fa05a9787,6085,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/01_canvas.png,57b8ade6f2c55d16f112a628f593f1dd617ffc0f2dce533a7669aa04267f0e7b,175604,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/02_rough-canvas.png,3953f1faf3b620713fa7cbf15c3b989de826f54890e9fdeebb602dd402e087e3,189480,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/02b_WoofTissue.png,636cf938234eea2adee32a13751248db4b454f7f6affc716bf448d5aacee55b4,172166,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/03_default-paper.png,55ada35d5abeab4cff06642e0bb7b8d3d6cc9f210b17d91fe8c2edf43d57c96a,150692,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/04_paper-C-grain.png,f76947e372e7cf5cf1b4738d2e74c7ab7394c581359481eca45a6e16b0c10c95,175029,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/05_paper-torchon.png,645f29d2b423ab610989e584d55f61e4f4888363b7850c75f30d66c4e27eadbf,192050,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/06_hard-grain.png,535a2c1ba632d617fc7f6ede61d8790436c77f64f06fe6ab944df333b81aaf20,168458,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/08_bump-relief.png,70b0ae52c6b1a47c7132fba75f5a9432120a86a1d3d7c12288733af771145464,126246,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/09_drawed_crosshatched.png,4999de8878ac38de7fd5b3580e722a3fbdab82f59ec0d1960ea33a7bf46fac9d,186121,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/09b_drawed-CrossedLines.png,8548ba38ebc02a9176dbf60d471076b6a298a2d5eab1f702983160a3fe73956c,176937,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/10_drawed_dotted.png,a3deb0afa456903a9216f9bc7f20c49467258d7edaf7a839eedd74b5d8ebd353,188307,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/11_drawed_furry.png,19ff29204d348c5036893a762c02145ed112815dd296af4300bff1e857341a45,178938,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/12_drawed_vertical.png,b86b9d48d2f1be3637ed83cfef4d7d26ca912a1da9859b73af36a9ccb79e6344,180913,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/13_drawed_swirl.png,60078339fb5c6b4c9ae76980d68130b4659af39dddfcdd7ced97ab9b4a7b748c,163673,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/14_texture-rock.png,113b7bf596399f552d88976cffe393716147fd9d38b3bb14711bdb1407f0e7bb,186945,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/15_texture-rockB.png,c4b9c038a083b08c4410c895bbcf4458e5437359574b5868018b1ea5de03dde9,186898,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/16_texture-woody.png,bcb02aa96bd0bac6456cfd0338fdc3915801075b91e94c83c038bf0646e68ff9,190294,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/17_texture-melt.png,0f90b6e24685914c1f69334b06b81175a5ff84f0d05371904101ec52a8a1bd98,192008,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/18_texture-bark.png,b2c6d7b2e0b3740adf00defeebf1f3888dbc365125137246cc14c6f81f0316f3,190311,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/18b_WaveFlex.png,ca30c3384bf0e9136d72a0ca9fd60746f2d4183252c203b833e8e20804609f3f,161482,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/19_texture-crackle.png,27df36d9dbac67767c84fb4a9a613bf6d3eac06fc3b46303a3c6f657ec2fd202,177803,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/20_texture-vegetal.png,798ab098f11ef219d9d967ad079aeab5d297472e5b2dbf8877990b340c272f25,138911,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/21_texture-chainmail.png,87377c788b260f7fdc8e040068326c0bc6d330d621707fd394980c7635c5801c,166584,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/22_texture-reptile.png,0f1b1fa6d93671cc5691ea9fcd0cbfc4914a6a2130e43f1b54db89db74cdfa20,122799,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/23-dynamic-screentone-A.png,cdc9be2f5cce716972cafc7218efbf383d460007c5d584d8c6809aa132ed4a40,1063,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/24-dynamic-screentone-B.png,3ca80eda6847eeab46c139c26de2bd671d147d976b76a6b1f81ec05e6553f640,1215,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/25-dynamic-screentone-C.png,1ac0427a43f4a398f6eeef6503938bee691b8b64967857670d98e55c6a7e3f10,520,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/26_brush-marks.png,048274ee446addd1ea2caa1394190f1653cc1520822111b85455eef0fd29a3e8,335501,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/Abstract_lines.png,2922335ff686e7bd3d18665232c35c35e013097151e9b072d8ba1c7947565446,149191,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/CMakeLists.txt,ce8580c03150bd58929f2b9107d23c258dfa84199770dec7e468271889f9a69b,2081,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/Cross01.pat,1ce1ae8eebe8a8f0fdbe7d744254bf938ff2f7d7c661d9792c6d2fada57a7074,1625,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/Cross02.pat,b404cc9549f71071bd9ffc4cd30a8180fad62ed4d517d97e125a7b96a6bffea2,1625,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/Cross03.pat,a431f38bdad8bafc0a9415b47e0594b8e0661e372d07aa2053552a51d7932c40,601,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/Cross04.pat,7781b979782bec1470b3ab9012c4fdc4778a7130a5b6d50c7e1c167464639cce,601,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/Cross05.pat,914b7fe4fed0d14aaaef49229f0e981a00b08ebfb5c1fe5159aed03b2cb8594f,1625,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/Cross06.pat,d3acde0539bce62b2990784412fe56245d33f5f6b963f93acc8faa2dbfec7b92,1625,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/Cross07.pat,3365cdf0ac3bed4a1d0eb37e285834cdd6cbbc86f6a49611c73b8d13f66cd704,601,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/Crumpled_Paper.pat,d67f9545d740a53bd7f9c286cb88999e1ed797c5163c1cba1c31971fee357521,160034,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0202_CLUS.pat,6e868e6fc97fdfd554d121761de3ede38e3b60cb1c505d9ba544d5adb4f05a3b,43,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0202_GEN_.pat,1d05e5591654781da5c3ad72ebe79e5e0384edb7de8d607ed8764d0c945eafe5,43,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0202_HORZ.pat,b20c5e0123f217da63fb2f836e9a5254328ccc83dd7e974a006d1d93aca4143a,43,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0202_VERT.pat,b72d4e105a8110430412b61ee7421e9ee6cb00a0a97b596d2869cd117a1dc41d,43,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0404_ALT_.pat,56ca79837e7e1edf0d6cb41c6b1234f379a62ac75dbe774d7e94c76d2c61c3ee,55,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0404_BL22.pat,a19bbf620a62967f1c5427831810b45310a8eca898ae4a0f334f6868a59179d0,55,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0404_CLUS.pat,18e025e7956d6e928a1f837ce4ec333d552e4eb93283c4ae06ab87a4afa09965,55,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0404_CURL.pat,632c62e761eea5aea67a06a066cf75ca7cd039b57d724ef7802fa982b87c6e8d,55,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0404_DIAG.pat,1a0a9e3a66180a13f66b4c20f318c04722f9bd90a0d2dd956049619a02351b16,55,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0404_ELL2.pat,9e8c1ee6c2079743c082492ec3bdd709e26933e5161e5e69e5009c60d89774e9,55,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0404_ELL3.pat,1b150aef73494cc5e6a92796374593dbed6c64e533461a798b4e160c305717c1,55,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0404_ELLS.pat,a271003327e7e50acb04af2be7f8575dadd5733991beda0d87f2adf2617e337b,55,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0404_GEN_.pat,713321fe56974aec3e0f4ccee7ba38e9af2085c0d93958885259406671ea9fbf,55,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0404_HORZ.pat,978391a145d54906abf1db65f608d7c5349e2abd0443165d5c7343cc25fe459a,55,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0404_SHUR.pat,7eeba68ff5cddd77500fba8a82798d2ff7724bbdf4d41b678a8a9c871e9343de,55,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0404_SLIC.pat,d4ab86c8b8555333361c281325f6e54a2caa397986ea0a57477477a031c4ebc8,55,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0404_VERT.pat,af23c6b5cb281ca4a78ea9929054f559422bdf33efdc326319ea37e4141b8bb0,55,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0404_WAV2.pat,13a5041bd4297348ce247ea9afe30a63168b92396b19841c6b9844168a98a596,55,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0404_WAVE.pat,350a2c5425d1161eb0814ba40ccdc2a40af809642443274fcf4c89c4bc63b424,55,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0404_ZORO.pat,cca72450577dcbc5228605ac5cea6af9413a37863581a8b1f44fc7b609800247,55,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0808_BL22.pat,c183394fe7be99d05f74a1fd22cbe10ce40a9c640afc037361efc7f0135c48aa,103,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0808_BL22_v.pat,f75b77aa00a5f25e8f680fc3fd2b6435e02b89d156a6c43d1522c5d534398cd4,105,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0808_BUBL.pat,d88961b76012449897ea88fe92600bd499320346fc8ae0459e4d6c9d01b672fc,103,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0808_CIRC.pat,c98f58daf98303b7909cb3123f3154bda16d40ab09462fc221829e924d285aca,103,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0808_CLUS.pat,0b12d39dca8f3c4aeb1677cb3d89824c1b815be6a2bcdbbedfe6a477b292c342,103,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0808_DIAM.pat,96b0799adb117503ef024a173c78b50c856a2bb5e3d84e8b7d611437a04b3dac,103,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0808_PANL.pat,2c705173adea9d7aff7d845950054494c60bcbe8fb17a6daf43b8872683f6ae5,103,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0808_SPOT.pat,f50ef38906f215994e2031f8326a515c1c06507333aeebafeb92e96a024dd4e1,103,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0808_SWRL.pat,6a7de995c3a6961b15df2f6c7ed17a66b2e403a66834da2dbe836a2a90a2eda1,103,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_0808_WAVE.pat,6658bfe5745735305711597ee2315cf2b2fda26aeddfd194226f4862c00bf2e2,103,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
krita/data/patterns/DITH_3232_CSTR.pat,5b3f9866b05e904b66376413fc72080e446032feaa4601aedcbc1564bb25f72e,1073,e7e52a72ed37ecaf9ffaa2fab836b7c2f5539d1f,NOASSERTION,NOASSERTION,unchanged upstream baseline,not release-cleared
